StateName,County,Countyrate,City,Salestaxrate,AlachuaCounty,7%
,,,,,,
,,,,,,
Hawaii,Kauai County,5%,Kapaa,4.50%,Kauai County,
,,,Lihue,4.50%,Kauai County,
,,,Koloa,4.50%,Kauai County,
,,,Kalaheo,4.50%,Kauai County,
,,,Kilauea,4.50%,Kauai County,
,,,Kekaha,4.50%,Kauai County,
,,,Eleele,4.50%,Kauai County,
,,,Lawai,4.50%,Kauai County,
,,,Hanapepe,4.50%,Kauai County,
,,,Waimea,4.50%,Kauai County,
,,,Hanalei,4.50%,Kauai County,
,,,Anahola,4.50%,Kauai County,
,,,Princeville,4.50%,Kauai County,
,,,Kaumakani,4.50%,Kauai County,
,,,Hanamaulu,4.50%,Kauai County,
,,,Makaweli,4.50%,Kauai County,
,,,Kealia,4.50%,Kauai County,
,,,,,,
,,,,,,
Hawaii,Maui County,4%,Wailuku,4.00%,Maui County,
,,,Kahului,4.00%,Maui County,
,,,Kihei,4.00%,Maui County,
,,,Lahaina,4.00%,Maui County,
,,,Makawao,4.00%,Maui County,
,,,Haiku,4.00%,Maui County,
,,,Kula,4.00%,Maui County,
,,,Kaunakakai,4.00%,Maui County,
,,,Paia,4.00%,Maui County,
,,,Lanai City,4.00%,Maui County,
,,,Puunene,4.00%,Maui County,
,,,Hana,4.00%,Maui County,
,,,Pukalani,4.00%,Maui County,
,,,Hoolehua,4.00%,Maui County,
,,,Kualapuu,4.00%,Maui County,
,,,Maunaloa,4.00%,Maui County,
,,,,,,
,,,,,,
Idaho,Ada County,6%,Boise,6%,Boise Auditorium District Sp,
,,,Meridian,6%,Meridian,
,,,Eagle,6%,Eagle,
,,,Garden City,6%,Boise Auditorium District Sp,
,,,Kuna,6%,Kuna,
,,,Star,6%,Star,
,,,Boise,6%,Boise,
,,,,,,
,,,,,,
Idaho,Adams County,6%,Council,6%,Adams,
,,,New Meadows,6%,Adams,
,,,Mesa,6%,Adams,
,,,Indian Valley,6%,Adams,
,,,,,,
,,,,,,
Idaho,Bannock County,6%,Pocatello,6%,Pocatello Chubbuck Auditorium District Sp,
,,,Pocatello,6%,Chubbuck,
,,,Inkom,6%,Bannock,
,,,Mccammon,6%,Bannock,
,,,Fort Hall,6%,Bingham,
,,,Downey,6%,Bannock,
,,,Lava Hot Springs,6%,Bannock,
,,,Arimo,6%,Arimo,
,,,Swanlake,6%,Bannock,
,,,,,,
,,,,,,
Idaho,Bear Lake County,6%,Montpelier,6%,Montpelier,
,,,Bern,6%,Bear Lake,
,,,Paris,6%,Paris,
,,,Dingle,6%,Bear Lake,
,,,Geneva,6%,Bear Lake,
,,,Fish Haven,6%,Bear Lake,
,,,Georgetown,6%,Bear Lake,
,,,Bloomington,6%,Bloomington,
,,,Saint Charles,6%,St. Charles,
,,,,,,
,,,,,,
Idaho,Benewah County,6%,Saint Maries,6%,Benewah,
,,,Plummer,6%,Benewah,
,,,Fernwood,6%,Benewah,
,,,Santa,6%,Benewah,
,,,Desmet,6%,Benewah,
,,,Tensed,6%,Benewah,
,,,,,,
,,,,,,
Idaho,Bingham County,6%,Blackfoot,6%,Blackfoot,
,,,Shelley,6%,Shelley,
,,,Aberdeen,6%,Aberdeen,
,,,Firth,6%,Bingham,
,,,Pingree,6%,Bingham,
,,,Moreland,6%,Bingham,
,,,Basalt,6%,Basalt,
,,,Atomic City,6%,Atomic City,
,,,Springfield,6%,Bingham,
,,,,,,
,,,,,,
Idaho,Blaine County,9%,Hailey,6%,Hailey,
,,,Ketchum,8%,Ketchum,
,,,Bellevue,6%,Bellevue,
,,,Sun Valley,9%,Sun Valley,
,,,Carey,6%,Carey,
,,,Picabo,6%,Blaine,
,,,,,,
,,,,,,
Idaho,Boise County,6%,Garden Valley,6%,Boise,
,,,Horseshoe Bend,6%,Boise,
,,,Idaho City,6%,Boise,
,,,Banks,6%,Boise,
,,,Lowman,6%,Boise,
,,,Placerville,6%,Placerville,
,,,,,,
,,,,,,
Idaho,Bonner County,7%,Sandpoint,6%,Bonner,
,,,Sagle,6%,Bonner,
,,,Priest River,6%,Bonner,
,,,Ponderay,7%,Ponderay,
,,,Oldtown,6%,Bonner,
,,,Clark Fork,6%,Bonner,
,,,Cocolalla,6%,Bonner,
,,,Blanchard,6%,Bonner,
,,,Hope,6%,Bonner,
,,,Kootenai,6%,Worley,
,,,Dover,6%,Dover,
,,,Coolin,6%,Bonner,
,,,Colburn,6%,Bonner,
,,,Laclede,6%,Bonner,
,,,Nordman,6%,Bonner,
,,,Careywood,6%,Bonner,
,,,,,,
,,,,,,
Idaho,Bonneville County,6%,Idaho Falls,6%,Idaho Falls Auditorium District Sp,
,,,Idaho Falls,6%,Bonneville,
,,,Idaho Falls,6%,Ammon,
,,,Iona,6%,Iona,
,,,Ririe,6%,Ririe,
,,,Ucon,6%,Ucon,
,,,Irwin,6%,Bonneville,
,,,Swan Valley,6%,Swan Valley,
,,,,,,
,,,,,,
Idaho,Boundary County,6%,,,,
Idaho,Butte County,6%,,,,
Idaho,Camas County,6%,,,,
Idaho,Canyon County,6%,,,,
Idaho,Caribou County,6%,,,,
Idaho,Cassia County,6%,,,,
Idaho,Clark County,6%,,,,
Idaho,Clearwater County,6%,,,,
Idaho,Custer County,9%,,,,
Idaho,Elmore County,6%,,,,
Idaho,Franklin County,6%,,,,
Idaho,Fremont County,6%,,,,
Idaho,Gem County,6%,,,,
Idaho,Gooding County,6%,,,,
Idaho,Idaho County,7%,,,,
Idaho,Jefferson County,6%,,,,
,,,,,,
,,,,,,
Idaho,Jerome County,6%,Jerome,6%,Jerome,
,,,Hazelton,6%,Jerome,
,,,Eden,6%,Jerome,
,,,,,,
,,,,,,
Idaho,Kootenai County,6%,Coeur D Alene,6%,Coeur D'alene,
,,,Post Falls,6%,Post Falls,
,,,Hayden,6%,Hayden,
,,,Rathdrum,6%,Kootenai,
,,,Athol,6%,Kootenai,
,,,Spirit Lake,6%,Kootenai,
,,,Worley,6%,Kootenai,
,,,Harrison,6%,Kootenai,
,,,Cataldo,6%,Kootenai,
,,,,,,
,,,,,,
Idaho,Latah County,6%,Moscow,6%,Moscow,
,,,Potlatch,6%,Latah,
,,,Troy,6%,Latah,
,,,Genesee,6%,Genesee,
,,,Deary,6%,Latah,
,,,Kendrick,6%,Nez Perce,
,,,Juliaetta,6%,Nez Perce,
,,,Princeton,6%,Latah,
,,,Viola,6%,Latah,
,,,Bovill,6%,Bovill,
,,,Harvard,6%,Latah,
,,,,,,
,,,,,,
Idaho,Lemhi County,6%,Salmon,6%,Salmon,
,,,May,6%,Lemhi,
,,,Ellis,6%,Lemhi,
,,,Lemhi,6%,Lemhi,
,,,Shoup,6%,Lemhi,
,,,Carmen,6%,Lemhi,
,,,Cobalt,6%,Lemhi,
,,,Tendoy,6%,Lemhi,
,,,Leadore,6%,Lemhi,
,,,North Fork,6%,Lemhi,
,,,Gibbonsville,6%,Lemhi,
,,,,,,
,,,,,,
Idaho,Lewis County,6%,Kamiah,6%,Idaho,
,,,Craigmont,6%,Lewis,
,,,Nezperce,6%,Lewis,
,,,Reubens,6%,Nez Perce,
,,,Winchester,6%,Winchester,
,,,,,,
,,,,,,
Idaho,Lincoln County,6%,Shoshone,6%,Shoshone,
,,,Richfield,6%,Lincoln,
,,,Dietrich,6%,Lincoln,
,,,,,,
,,,,,,
Idaho,Madison County,6%,Rexburg,6%,Rexburg,
,,,Sugar City,6%,Sugar City,
,,,Newdale,6%,Newdale,
,,,,,,
,,,,,,
Idaho,Minidoka County,6%,Rupert,6%,Rupert,
,,,Heyburn,6%,Heyburn,
,,,Paul,6%,Minidoka,
,,,Minidoka,6%,Minidoka,
,,,,,,
,,,,,,
Idaho,Nez Perce County,6%,Lewiston,6%,Lewiston,
,,,Lapwai,6%,Nez Perce,
,,,Culdesac,6%,Nez Perce,
,,,Lenore,6%,Nez Perce,
,,,Peck,6%,Nez Perce,
,,,,,,
,,,,,,
Idaho,Oneida County,6%,Malad City,6%,Oneida,
,,,Holbrook,6%,Oneida,
,,,,,,
,,,,,,
Idaho,Owyhee County,6%,Homedale,6%,Owyhee,
,,,Marsing,6%,Owyhee,
,,,Grand View,6%,Owyhee,
,,,Bruneau,6%,Owyhee,
,,,Murphy,6%,Owyhee,
,,,,,,
,,,,,,
Idaho,Payette County,6%,Payette,6%,Payette,
,,,Fruitland,6%,Fruitland,
,,,New Plymouth,6%,Payette,
,,,,,,
,,,,,,
Idaho,Power County,6%,American Falls,6%,American Falls,
,,,Arbon,6%,Power,
,,,Rockland,6%,Rockland,
,,,,,,
,,,,,,
Idaho,Shoshone County,6%,Kellogg,6%,Kellogg,
,,,Pinehurst,6%,Pinehurst,
,,,Osburn,6%,Osburn,
,,,Wallace,6%,Wallace,
,,,Kingston,6%,Shoshone,
,,,Smelterville,6%,Smelterville,
,,,Mullan,6%,Mullan,
,,,Silverton,6%,Shoshone,
,,,Avery,6%,Shoshone,
,,,Calder,6%,Shoshone,
,,,Murray,6%,Shoshone,
,,,Clarkia,6%,Shoshone,
,,,,,,
,,,,,,
Idaho,Teton County,6%,Driggs,6%,Teton,
,,,Victor,6%,Teton,
,,,Tetonia,6%,Teton,
,,,Felt,6%,Teton,
,,,,,,
,,,,,,
Idaho,Twin Falls County,6%,Twin Falls,6%,Twin Falls,
,,,Buhl,6%,Twin Falls,
,,,Kimberly,6%,Kimberly,
,,,Filer,6%,Twin Falls,
,,,Hansen,6%,Twin Falls,
,,,Murtaugh,6%,Twin Falls,
,,,Castleford,6%,Twin Falls,
,,,Rogerson,6%,Twin Falls,
,,,,,,
,,,,,,
Idaho,Valley County,7%,Mccall,7%,Mccall,
,,,Cascade,6%,Valley,
,,,Donnelly,6%,Valley,
,,,Lake Fork,6%,Valley,
,,,Yellow Pine,6%,Valley,
,,,,,,
,,,,,,
Idaho,Washington County,6%,Weiser,6%,Weiser,
,,,Cambridge,6%,Washington,
,,,Midvale,6%,Washington,
,,,,,,
,,,,,,
Illinois,Adams County,8.00%,Quincy,8%,Quincy,
,,,Quincy,6.50%,Adams County,
,,,Liberty,6.50%,Adams County,
,,,Camp Point,6.50%,Adams County,
,,,Mendon,6.50%,Adams County,
,,,Payson,6.50%,Payson,
,,,Fowler,6.50%,Adams County,
,,,Clayton,6.50%,Adams County,
,,,Ursa,6.50%,Adams County,
,,,Golden,6.50%,Golden,
,,,Loraine,6.50%,Adams County,
,,,Plainville,6.50%,Adams County,
,,,Lima,6.50%,Lima,
,,,Paloma,6.50%,Adams County,
,,,Coatsburg,6.50%,Adams County,
,,,La Prairie,6.50%,Adams County,
,,,,,,
,,,,,,
Illinois,Alexander County,6.25%,Cairo,6.25%,Cairo,
,,,Tamms,6.25%,Tamms,
,,,Thebes,6.25%,Alexander County,
,,,Mc Clure,6.25%,Mc Clure,
,,,Olive Branch,6.25%,Alexander County,
,,,Unity,6.25%,Alexander County,
,,,Miller City,6.25%,Alexander County,
,,,,,,
,,,,,,
Illinois,Bond County,7.75%,Greenville,7.75%,Greenville,
,,,Pocahontas,7.25%,Pocahontas,
,,,Sorento,7.25%,Bond County,
,,,Keyesport,7.25%,Bond County,
,,,Smithboro,7.25%,Bond County,
,,,Pierron,7.25%,Pierron (Bond Co),
,,,Donnellson,7.25%,Donnellson (Montgomery Co),
,,,,,,
,,,,,,
Illinois,Boone County,8.25%,Belvidere,8.25%,Belvidere,
,,,Poplar Grove,7.75%,Boone County,
,,,Caledonia,7.75%,Boone County,
,,,Capron,7.75%,Boone County,
,,,Garden Prairie,7.75%,Boone County,
,,,,,,
,,,,,,
Illinois,Brown County,7.50%,Mount Sterling,7.50%,Mount Sterling,
,,,Versailles,7.50%,Versailles,
,,,Timewell,7.50%,Brown County,
,,,,,,
,,,,,,
Illinois,Bureau County,8.00%,Princeton,8%,Princeton,
,,,Spring Valley,7.75%,Spring Valley,
,,,Walnut,7.25%,Bureau County,
,,,La Moille,7.25%,Bureau County,
,,,Tiskilwa,7.25%,Tiskilwa,
,,,Sheffield,7.25%,Sheffield,
,,,Depue,7.25%,Depue,
,,,Bradford,7.50%,Bradford,
,,,Wyanet,7.25%,Wyanet,
,,,Ladd,7.25%,Ladd,
,,,Ohio,7.25%,Bureau County,
,,,Buda,7.25%,Buda,
,,,Neponset,7.25%,Neponset,
,,,Dalzell,7.25%,Dalzell (Bureau Co),
,,,Cherry,7.25%,Cherry,
,,,Dover,7.25%,Dover,
,,,Bureau,7.25%,Bureau,
,,,Malden,7.25%,Malden,
,,,Kasbeer,7.25%,Bureau County,
,,,Manlius,7.25%,Manlius,
,,,Mineral,7.25%,Mineral,
,,,Van Orin,7.25%,Bureau County,
,,,Arlington,7.25%,Arlington,
,,,New Bedford,7.25%,New Bedford,
,,,Seatonville,7.25%,Seatonville,
,,,,,,
,,,,,,
Illinois,Calhoun County,8.00%,Hardin,8.00%,Hardin,
,,,Golden Eagle,8.00%,Calhoun County,
,,,Kampsville,8.00%,Calhoun County,
,,,Batchtown,8.00%,Calhoun County,
,,,Brussels,8.00%,Calhoun County,
,,,Mozier,8.00%,Calhoun County,
,,,Hamburg,8.00%,Calhoun County,
,,,Michael,8.00%,Calhoun County,
,,,,,,
,,,,,,
Illinois,Carroll County,6.50%,Savanna,6.50%,Savanna,
,,,Lanark,6.50%,Carroll County,
,,,Mount Carroll,6.50%,Mount Carroll,
,,,Thomson,6.50%,Carroll County,
,,,Milledgeville,6.50%,Carroll County,
,,,Shannon,6.50%,Shannon,
,,,Chadwick,6.50%,Carroll County,
,,,,,,
,,,,,,
Illinois,Cass County,8.25%,Beardstown,8.25%,Beardstown,
,,,Virginia,8.25%,Cass County,
,,,Ashland,8.25%,Ashland,
,,,Arenzville,8.25%,Cass County,
,,,Chandlerville,8.25%,Chandlerville,
,,,Bluff Springs,8.25%,Cass County,
,,,,,,
,,,,,,
Illinois,Champaign County,9.00%,Champaign,9.00%,Champaign,
,,,Urbana,9.00%,Urbana,
,,,Rantoul,9.00%,Rantoul,
,,,Mahomet,7.50%,Mahomet,
,,,Saint Joseph,8.00%,Saint Joseph,
,,,Savoy,8.00%,Savoy,
,,,Tolono,7.50%,Tolono,
,,,Fisher,7.50%,Fisher,
,,,Homer,7.50%,Homer,
,,,Philo,7.50%,Philo,
,,,Sidney,7.50%,Sidney,
,,,Thomasboro,7.50%,Thomasboro,
,,,Ogden,8.50%,Ogden,
,,,Gifford,7.50%,Gifford,
,,,Pesotum,7.50%,Pesotum,
,,,Sadorus,7.50%,Sadorus,
,,,Seymour,7.50%,Champaign County,
,,,Dewey,7.50%,Champaign County,
,,,Ludlow,7.50%,Ludlow,
,,,Penfield,7.50%,Champaign County,
,,,Broadlands,7.50%,Broadlands,
,,,Royal,7.50%,Royal,
,,,Foosland,7.50%,Champaign County,
,,,Ivesdale,7.50%,Champaign County,
,,,Ivesdale,7.50%,Longview,
,,,Bondville,7.50%,Bondville,
,,,,,,
,,,,,,
Illinois,Christian County,8.25%,Taylorville,8.00%,Taylorville,
,,,Pana,7.25%,Pana (Christian Co),
,,,Edinburg,7.25%,Edinburg,
,,,Morrisonville,7.25%,Morrisonville,
,,,Assumption,8.25%,Assumption,
,,,Kincaid,7.25%,Kincaid,
,,,Stonington,7.25%,Stonington,
,,,Mount Auburn,7.25%,Mount Auburn,
,,,Tovey,7.25%,Tovey,
,,,Harvel,7.25%,Montgomery County,
,,,Palmer,7.25%,Palmer,
,,,Bulpitt,7.25%,Bulpitt,
,,,Owaneco,7.25%,Christian County,
,,,Rosamond,7.25%,Christian County,
,,,,,,
,,,,,,
Illinois,Clark County,7.25%,Marshall,7.25%,Clark County,
,,,Casey,7.25%,Casey (Clark Co),
,,,Martinsville,7.25%,Clark County,
,,,West Union,7.25%,Clark County,
,,,Westfield,7.25%,Westfield,
,,,Dennison,7.25%,Clark County,
,,,West York,7.25%,Clark County,
,,,,,,
,,,,,,
Illinois,Clay County,7.75%,Flora,7.75%,Flora,
,,,Louisville,6.75%,Clay County,
,,,Clay City,6.75%,Clay County,
,,,Xenia,6.75%,Clay County,
,,,Edgewood,6.75%,Clay County,
,,,Ingraham,6.75%,Clay County,
,,,Sailor Springs,6.75%,Sailor Springs,
,,,,,,
,,,,,,
Illinois,Clinton County,6.75%,Carlyle,6.25%,Clinton County,
,,,Breese,6.25%,Breese,
,,,Trenton,6.50%,Trenton,
,,,New Baden,6.75%,New Baden (Clinton Co),
,,,Aviston,6.25%,Aviston,
,,,Albers,6.25%,Albers,
,,,Germantown,6.25%,Germantown,
,,,Bartelso,6.25%,Clinton County,
,,,Beckemeyer,6.25%,Beckemeyer,
,,,Huey,6.25%,Huey,
,,,Hoffman,6.25%,Hoffman,
,,, ,6.25%,Clinton County,
,,,,,,
,,,,,,
Illinois,Coles County,7.75%,Mattoon,7.75%,Mattoon,
,,,Charleston,7.75%,Charleston,
,,,Oakland,7.25%,Oakland,
,,,Ashmore,7.25%,Coles County,
,,,Lerna,7.25%,Coles County,
,,,Humboldt,7.25%,Coles County,
,,,,,,
,,,,,,
Illinois,Cook County,11.00%,Chicago,10.25%,Chicago,
,,,Chicago,10.25%,Chicago Metro Pier And Exposition Authority District,
,,,Elgin,8.50%,Elgin,
,,,Des Plaines,10.00%,Des Plaines,
,,,Arlington Heights,10.00%,Arlington Heights,
,,,Schaumburg,10.00%,Schaumburg (Cook Co),
,,,Palatine,10.00%,Palatine,
,,,Orland Park,9.75%,Orland Park (Cook Co),
,,,Cicero,10.75%,Cicero,
,,,Tinley Park,9.75%,Tinley Park (Cook Co),
,,,Evanston,10.25%,Evanston,
,,,Skokie,10.25%,Skokie,
,,,Mount Prospect,10.00%,Mount Prospect,
,,,Berwyn,10.75%,Berwyn,
,,,Oak Lawn,10.25%,Oak Lawn,
,,,Glenview,9.75%,Glenview,
,,,Oak Park,10.00%,Oak Park,
,,,Chicago Heights,10.00%,Chicago Heights,
,,,Hoffman Estates,10.00%,Hoffman Estates (Cook Co),
,,,Barrington,7.50%,Lake Barrington,
,,,Northbrook,10.00%,Northbrook (Cook Co),
,,,Elmwood Park,10.00%,Elmwood Park,
,,,Streamwood,10.00%,Streamwood,
,,,Park Ridge,10.00%,Park Ridge,
,,,Wheeling,10.00%,Wheeling (Cook Co),
,,,Elk Grove Village,10.00%,Elk Grove Village (Cook Co),
,,,Calumet City,10.00%,Calumet,
,,,La Grange,10.00%,La Grange,
,,,Niles,10.25%,Niles,
,,,Wilmette,10.00%,Wilmette,
,,,Lansing,9.50%,Lansing,
,,,Oak Forest,10.00%,Oak Forest,
,,,Burbank,9.75%,Burbank,
,,,Park Forest,9.00%,Park Forest (Cook Co),
,,,Midlothian,10.00%,Midlothian,
,,,Morton Grove,10.25%,Morton Grove,
,,,Harvey,10.50%,Harvey,
,,,Lemont,10.00%,Lemont (Cook Co),
,,,Rolling Meadows,10.00%,Rolling Meadows,
,,,Harwood Heights,10.25%,Harwood Heights,
,,,Blue Island,9.00%,Blue Island,
,,,Riverdale,10.00%,Riverdale,
,,,Maywood,10.00%,Maywood,
,,,Dolton,9.75%,Dolton,
,,,South Holland,9.50%,South Holland,
,,,Melrose Park,10.50%,Melrose Park,
,,,Alsip,10.00%,Alsip,
,,,Winnetka,9.00%,Winnetka,
,,,Melrose Park,10.00%,Northlake (Cook Co),
,,,Homewood,9.00%,Homewood,
,,,Evergreen Park,10.00%,Evergreen Park,
,,,Matteson,9.00%,Matteson,
,,,Brookfield,10.00%,Brookfield,
,,,Bellwood,10.50%,Bellwood,
,,,Franklin Park,10.00%,Franklin Park,
,,,Palos Hills,9.00%,Palos Hills,
,,,Westchester,10.00%,Westchester,
,,,Prospect Heights,9.50%,Prospect Heights,
,,,Riverside,10.00%,Riverside,
,,,Country Club Hills,10.25%,Country Club Hills,
,,,Palos Heights,9.00%,Palos Heights,
,,,Bridgeview,10.00%,Bridgeview,
,,,Hazel Crest,10.00%,Hazel Crest,
,,,Western Springs,9.00%,Western Springs,
,,,Forest Park,10.00%,Forest Park,
,,,Hickory Hills,9.00%,Hickory Hills,
,,,Justice,9.00%,Justice,
,,,La Grange Park,9.00%,La Grange Park,
,,,Lincolnwood,10.25%,Lincolnwood,
,,,Chicago Ridge,10.00%,Chicago Ridge,
,,,Richton Park,9.50%,Richton Park,
,,,Schiller Park,9.75%,Schiller Park,
,,,River Forest,10.00%,River Forest,
,,,Palos Park,9.00%,Cook County,
,,,Worth,10.00%,Worth,
,,,Markham,10.00%,Markham,
,,,River Grove,11.00%,River Grove,
,,,Flossmoor,10.00%,Flossmoor,
,,,Summit Argo,9.50%,Summit,
,,,Lyons,10.00%,Lyons,
,,,Steger,7.00%,Steger (Will Co),
,,,Glencoe,9.00%,Glencoe,
,,,Glenwood,10.00%,Glenwood,
,,,Broadview,10.00%,Broadview,
,,,Hillside,10.00%,Hillside,
,,,Willow Springs,10.00%,Willow Springs (Cook Co),
,,,Posen,10.00%,Posen,
,,,Berkeley,10.00%,Berkeley,
,,,Olympia Fields,10.00%,Olympia Fields,
,,,Evanston,10.25%,Skokie,
,,,Hometown,9.00%,Hometown,
,,,Robbins,9.00%,Robbins,
,,,Stone Park,10.25%,Stone Park,
,,,Kenilworth,9.00%,Kenilworth,
,,,Thornton,9.50%,Thornton,
,,,Golf,9.00%,Golf,
,,,Hines,9.00%,Cook County,
,,,Techny,10.00%,Northbrook (Cook Co),
,,,Chicago,10.00%,Franklin Park,
,,,Barrington,9.00%,Barrington (Cook Co),
,,,Bedford Park,10.00%,Bedford Park,
,,,Hoffman Estates,8.00%,Carol Stream,
,,,,,,
,,,,,,
Illinois,Crawford County,6.25%,Robinson,6.25%,Robinson,
,,,Oblong,6.25%,Crawford County,
,,,Palestine,6.25%,Crawford County,
,,,Flat Rock,6.25%,Crawford County,
,,,Hutsonville,6.25%,Crawford County,
,,,Stoy,6.25%,Stoy,
,,,Annapolis,6.25%,Crawford County,
,,,,,,
,,,,,,
Illinois,Cumberland County,7.75%,Neoga,7.25%,Neoga,
,,,Greenup,7.75%,Greenup,
,,,Toledo,7.25%,Cumberland County,
,,,Sigel,7.25%,Shelby County,
,,,Jewett,7.25%,Cumberland County,
,,,Trilla,7.25%,Cumberland County,
,,,,,,
,,,,,,
Illinois,De Witt County,6.75%,Clinton,7%,Clinton,
,,,Farmer City,6%,Farmer,
,,,Wapella,6%,De Witt County,
,,,Waynesville,6%,Waynesville,
,,,Weldon,6%,De Witt County,
,,,Kenney,6%,Kenney,
,,,Lane,6%,De Witt County,
,,,Dewitt,6%,De Witt County,
,,,,,,
,,,,,,
Illinois,Dekalb County,8.00%,Dekalb,8.00%,Dekalb,
,,,Sycamore,8.00%,Sycamore,
,,,Sandwich,7.25%,Sandwich (De Kalb Co),
,,,Genoa,6.25%,Genoa,
,,,Somonauk,6.25%,Somonauk (De Kalb Co),
,,,Cortland,7.25%,Cortland,
,,,Hinckley,7.25%,Hinckley,
,,,Kirkland,6.25%,Dekalb County,
,,,Kingston,6.25%,Dekalb County,
,,,Waterman,7.25%,Waterman,
,,,Malta,6.25%,Malta,
,,,Shabbona,7.25%,Shabbona,
,,,Clare,6.25%,Dekalb County,
,,,,,,
,,,,,,
Illinois,Douglas County,8.25%,Tuscola,8%,Tuscola,
,,,Arcola,8%,Arcola,
,,,Arthur,7%,Arthur (Douglas Co),
,,,Villa Grove,8%,Villa Grove,
,,,Atwood,7%,Atwood (Piatt Co),
,,,Newman,7%,Newman,
,,,Camargo,7%,Camargo,
,,,Hindsboro,7%,Hindsboro,
,,,Murdock,7%,Douglas County,
,,,,,,
,,,,,,
Illinois,Dupage County,10.00%,Naperville,8%,Naperville (Du Page Co),
,,,Wheaton,8%,Wheaton,
,,,Downers Grove,8%,Downers Grove,
,,,Aurora,8%,Aurora (Du Page Co),
,,,Lombard,8%,Lombard,
,,,Elmhurst,8%,Elmhurst (Du Page Co),
,,,Carol Stream,8%,Carol Stream,
,,,Bartlett,10%,Bartlett (Cook Co),
,,,Glen Ellyn,8%,Glen Ellyn,
,,,Woodridge,8%,Woodridge (Du Page Co),
,,,Addison,8%,Addison,
,,,Hanover Park,10%,Hanover Park (Cook Co),
,,,West Chicago,8%,West Chicago,
,,,Glendale Heights,8%,Glendale Heights,
,,,Villa Park,8%,Villa Park,
,,,Willowbrook,8%,Willow Brook,
,,,Lisle,7%,Lisle,
,,,Roselle,7%,Roselle (Du Page Co),
,,,Darien,8%,Darien,
,,,Westmont,8%,Westmont,
,,,Bloomingdale,8%,Bloomingdale,
,,,Bensenville,8%,Bensenville (Du Page Co),
,,,Hinsdale,8%,Hinsdale (Du Page Co),
,,,Wood Dale,8%,Wood Dale,
,,,Warrenville,8%,Warrenville,
,,,Winfield,8%,Winfield,
,,,Itasca,8%,Itasca,
,,,Oak Brook,8%,Oak Brook (Du Page Co),
,,,Clarendon Hills,7%,Clarendon Hills,
,,,Medinah,7%,Du Page County,
,,,Wayne,7%,Wayne,
,,,Eola,7%,Du Page County,
,,,Hinsdale,8%,Oak Brook (Du Page Co),
,,,Fox Valley,8%,Aurora (Du Page Co),
,,,Naperville,8%,Naperville Downtown Food & Beverage Dist,
,,,,,,
,,,,,,
Illinois,Edgar County,8.75%,Paris,9%,Paris,
,,,Chrisman,8%,Edgar County,
,,,Kansas,8%,Kansas,
,,,Brocton,8%,Edgar County,
,,,Hume,8%,Hume,
,,,Redmon,8%,Redmon,
,,,Metcalf,8%,Metcalf,
,,,Vermilion,8%,Vermilion,
,,,,,,
,,,,,,
Illinois,Edwards County,7.25%,Albion,7%,Edwards County,
,,,Grayville,7%,Grayville (White Co),
,,,West Salem,7%,West Salem,
,,,Browns,7%,Wabash County,
,,,Bone Gap,7%,Bone Gap,
,,,,,,
,,,,,,
Illinois,Effingham County,6.50%,Effingham,7%,Effingham,
,,,Altamont,7%,Effingham County,
,,,Teutopolis,7%,Effingham County,
,,,Dieterich,7%,Effingham County,
,,,Beecher City,7%,Effingham County,
,,,Mason,7%,Effingham County,
,,,Watson,7%,Effingham County,
,,,Shumway,7%,Effingham County,
,,,,,,
,,,,,,
Illinois,Fayette County,7.75%,Vandalia,8%,Vandalia,
,,,Ramsey,7%,Fayette County,
,,,Saint Elmo,7%,Saint Elmo,
,,,Brownstown,7%,Fayette County,
,,,Mulberry Grove,7%,Bond County,
,,,Farina,7%,Fayette County,
,,,Shobonier,7%,Fayette County,
,,,Saint Peter,7%,Saint Peter,
,,,Bingham,7%,Fayette County,
,,,,,,
,,,,,,
Illinois,Ford County,6.25%,Paxton,6%,Paxton,
,,,Gibson City,6%,Gibson,
,,,Piper City,6%,Piper,
,,,Melvin,6%,Melvin,
,,,Cabery,6%,Cabery (Kankakee Co),
,,,Roberts,6%,Roberts,
,,,Sibley,6%,Ford County,
,,,Elliott,6%,Elliott,
,,,Kempton,6%,Kempton,
,,,,,,
,,,,,,
Illinois,Franklin County,9.50%,West Frankfort,9%,West Frankfort,
,,,Benton,10%,Benton,
,,,Sesser,10%,Sesser,
,08-11-2021,,Christopher,9%,Christopher,
,,,Thompsonville,8%,Franklin County,
,,,Mulkeytown,8%,Franklin County,
,,,Zeigler,8%,Zeigler,
,,,Royalton,8%,Royalton,
,,,Ewing,8%,Franklin County,
,,,Valier,8%,Valier,
,,,Logan,8%,Hanaford,
,,,Coello,8%,North,
,,,Orient,8%,Orient,
,,,Buckner,8%,Buckner,
,,,Whittington,8.25%,Franklin County,
,,,Frankfort Heights,9%,West Frankfort,
,,,,,,
,,,,,,
Illinois,Fulton County,8.75%,Canton,8.75%,Canton,
,,,Lewistown,7.75%,Lewistown,
,,,Farmington,7.75%,Farmington (Fulton Co),
,,,Cuba,7.75%,Cuba,
,,,Astoria,7.75%,Astoria,
,,,Ipava,7.75%,Ipava,
,,,Vermont,7.75%,Vermont,
,,,London Mills,7.75%,Fulton County,
,,,Fairview,7.75%,Fairview,
